Account,Date,Transaction type,Num,Name,Description,Full name,Account,Amount,Balance
PayPal Fees,9/23/23,Deposit,7GM91182T20560145,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$8.74 ,"$881,628.20 "
PayPal Bank 3,9/23/23,Deposit,814797513S731722X,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 814797513S731722X
https://www.paypal.com/activity/payment/814797513S731722X",PayPal Bank 3,--,$56.88 ,"$881,685.08 "
Donations directed by individuals,9/23/23,Deposit,814797513S731722X,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$60.00 ,"$881,745.08 "
PayPal Fees,9/23/23,Deposit,814797513S731722X,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.12 ,"$881,748.20 "
PayPal Bank 3,9/23/23,Deposit,1J090000TJ948193J,07 1000 DRONES RESTR,"Subject: 1000DRONES
Transaction ID: 1J090000TJ948193J
https://www.paypal.com/activity/payment/1J090000TJ948193J",PayPal Bank 3,--,$500.00 ,"$882,248.20 "
Donations directed by individuals,9/23/23,Deposit,1J090000TJ948193J,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$515.38 ,"$882,763.58 "
PayPal Fees,9/23/23,Deposit,1J090000TJ948193J,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$15.38 ,"$882,778.96 "
PayPal Bank 3,9/23/23,Deposit,55M356677A734003E,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 55M356677A734003E
https://www.paypal.com/activity/payment/55M356677A734003E",PayPal Bank 3,--,$4.29 ,"$882,783.25 "
Donations directed by individuals,9/23/23,Deposit,55M356677A734003E,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$5.00 ,"$882,788.25 "
PayPal Fees,9/23/23,Deposit,55M356677A734003E,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.71 ,"$882,788.96 "
PayPal Bank 3,9/23/23,Deposit,8YX21506GF134004X,08 VICTORY DRONES RESTR,"Subject: VICTORY DRONES
Transaction ID: 8YX21506GF134004X
https://www.paypal.com/activity/payment/8YX21506GF134004X",PayPal Bank 3,--,$2.94 ,"$882,791.90 "
Donations directed by individuals,9/23/23,Deposit,8YX21506GF134004X,08 VICTORY DRONES RESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$3.59 ,"$882,795.49 "
PayPal Fees,9/23/23,Deposit,8YX21506GF134004X,08 VICTORY DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.65 ,"$882,796.14 "
PayPal Bank 3,9/23/23,Deposit,1M9138826F965090E,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 1M9138826F965090E
https://www.paypal.com/activity/payment/1M9138826F965090E",PayPal Bank 3,--,$295.36 ,"$883,091.50 "
Donations directed by individuals,9/23/23,Deposit,1M9138826F965090E,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$309.43 ,"$883,400.93 "
PayPal Fees,9/23/23,Deposit,1M9138826F965090E,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$14.07 ,"$883,415.00 "
PayPal Bank 3,9/23/23,Deposit,6E1852743E7625219,07 1000 DRONES RESTR,"Subject: 1000DRONES
Transaction ID: 6E1852743E7625219
https://www.paypal.com/activity/payment/6E1852743E7625219",PayPal Bank 3,--,$39.37 ,"$883,454.37 "
Donations directed by individuals,9/23/23,Deposit,6E1852743E7625219,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$41.69 ,"$883,496.06 "
PayPal Fees,9/23/23,Deposit,6E1852743E7625219,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.32 ,"$883,498.38 "
PayPal Bank 3,9/23/23,Deposit,2K874654LD241973L,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 2K874654LD241973L
https://www.paypal.com/activity/payment/2K874654LD241973L",PayPal Bank 3,--,$9.84 ,"$883,508.22 "
Donations directed by individuals,9/23/23,Deposit,2K874654LD241973L,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.80 ,"$883,519.02 "
PayPal Fees,9/23/23,Deposit,2K874654LD241973L,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.96 ,"$883,519.98 "
PayPal Bank 3,9/23/23,Deposit,2TL73642MY450052M,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 2TL73642MY450052M
https://www.paypal.com/activity/payment/2TL73642MY450052M",PayPal Bank 3,--,$984.54 ,"$884,504.52 "
Donations directed by individuals,9/23/23,Deposit,2TL73642MY450052M,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,"$1,030.26 ","$885,534.78 "
PayPal Fees,9/23/23,Deposit,2TL73642MY450052M,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$45.72 ,"$885,580.50 "
PayPal Bank 3,9/23/23,Deposit,2R956744K07362254,07 1000 DRONES RESTR,"Subject: 1000DRONES
Transaction ID: 2R956744K07362254
https://www.paypal.com/activity/payment/2R956744K07362254",PayPal Bank 3,--,$50.00 ,"$885,630.50 "
Donations directed by individuals,9/23/23,Deposit,2R956744K07362254,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99 ,"$885,682.49 "
PayPal Fees,9/23/23,Deposit,2R956744K07362254,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99 ,"$885,684.48 "
PayPal Bank 3,9/23/23,Deposit,5W603213F4199803D,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 5W603213F4199803D
https://www.paypal.com/activity/payment/5W603213F4199803D",PayPal Bank 3,--,$28.19 ,"$885,712.67 "
Donations directed by individuals,9/23/23,Deposit,5W603213F4199803D,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$30.00 ,"$885,742.67 "
PayPal Fees,9/23/23,Deposit,5W603213F4199803D,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.81 ,"$885,744.48 "
PayPal Bank 3,9/23/23,Deposit,56870444WL507231L,04 PAYPAL GENERAL UNRESTR,"Transaction ID: 56870444WL507231L
https://www.paypal.com/activity/payment/56870444WL507231L",PayPal Bank 3,--,$29.70 ,"$885,774.18 "
Donations directed by individuals,9/23/23,Deposit,56870444WL507231L,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$31.10 ,"$885,805.28 "
PayPal Fees,9/23/23,Deposit,56870444WL507231L,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.40 ,"$885,806.68 "
PayPal Bank 3,9/23/23,Deposit,30L89620DJ600733L,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 30L89620DJ600733L
https://www.paypal.com/activity/payment/30L89620DJ600733L",PayPal Bank 3,--,$48.06 ,"$885,854.74 "
Donations directed by individuals,9/23/23,Deposit,30L89620DJ600733L,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$50.00 ,"$885,904.74 "
PayPal Fees,9/23/23,Deposit,30L89620DJ600733L,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.94 ,"$885,906.68 "
PayPal Bank 3,9/23/23,Deposit,4JP64523GY4382219,07 1000 DRONES RESTR,"Subject: 1000DRONES
Transaction ID: 4JP64523GY4382219
https://www.paypal.com/activity/payment/4JP64523GY4382219",PayPal Bank 3,--,$95.12 ,"$886,001.80 "
Donations directed by individuals,9/23/23,Deposit,4JP64523GY4382219,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00 ,"$886,101.80 "
PayPal Fees,9/23/23,Deposit,4JP64523GY4382219,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.88 ,"$886,106.68 "
PayPal Bank 3,9/23/23,Deposit,9J000095K60969356,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 9J000095K60969356
https://www.paypal.com/activity/payment/9J000095K60969356",PayPal Bank 3,--,$150.00 ,"$886,256.68 "
Donations directed by individuals,9/23/23,Deposit,9J000095K60969356,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$154.97 ,"$886,411.65 "
PayPal Fees,9/23/23,Deposit,9J000095K60969356,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.97 ,"$886,416.62 "
PayPal Bank 3,9/23/23,Deposit,42L88251WU3933024,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 42L88251WU3933024
https://www.paypal.com/activity/payment/42L88251WU3933024",PayPal Bank 3,--,$95.12 ,"$886,511.74 "
Donations directed by individuals,9/23/23,Deposit,42L88251WU3933024,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00 ,"$886,611.74 "
PayPal Fees,9/23/23,Deposit,42L88251WU3933024,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.88 ,"$886,616.62 "
PayPal Bank 3,9/23/23,Deposit,5UA71580HH172350S,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 5UA71580HH172350S
https://www.paypal.com/activity/payment/5UA71580HH172350S",PayPal Bank 3,--,$14.76 ,"$886,631.38 "
Donations directed by individuals,9/23/23,Deposit,5UA71580HH172350S,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$15.95 ,"$886,647.33 "
PayPal Fees,9/23/23,Deposit,5UA71580HH172350S,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.19 ,"$886,648.52 "
PayPal Bank 3,9/23/23,Deposit,89U61364UP507803L,07 1000 DRONES RESTR,"Subject: 1000DRONES
Transaction ID: 89U61364UP507803L
https://www.paypal.com/activity/payment/89U61364UP507803L",PayPal Bank 3,--,$100.00 ,"$886,748.52 "
Donations directed by individuals,9/23/23,Deposit,89U61364UP507803L,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48 ,"$886,852.00 "
PayPal Fees,9/23/23,Deposit,89U61364UP507803L,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.48 ,"$886,855.48 "
PayPal Bank 3,9/23/23,Deposit,6JT11453Y2818021S,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 6JT11453Y2818021S
https://www.paypal.com/activity/payment/6JT11453Y2818021S",PayPal Bank 3,--,$100.00 ,"$886,955.48 "
Donations directed by individuals,9/23/23,Deposit,6JT11453Y2818021S,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48 ,"$887,058.96 "
PayPal Fees,9/23/23,Deposit,6JT11453Y2818021S,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.48 ,"$887,062.44 "
PayPal Bank 3,9/23/23,Deposit,2KR67177EA2101107,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 2KR67177EA2101107
https://www.paypal.com/activity/payment/2KR67177EA2101107",PayPal Bank 3,--,$28.64 ,"$887,091.08 "
Donations directed by individuals,9/23/23,Deposit,2KR67177EA2101107,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$30.00 ,"$887,121.08 "
PayPal Fees,9/23/23,Deposit,2KR67177EA2101107,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.36 ,"$887,122.44 "
PayPal Bank 3,9/23/23,Deposit,3AA40702N9238421F,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 3AA40702N9238421F
https://www.paypal.com/activity/payment/3AA40702N9238421F",PayPal Bank 3,--,$49.22 ,"$887,171.66 "
Donations directed by individuals,9/23/23,Deposit,3AA40702N9238421F,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99 ,"$887,223.65 "
PayPal Fees,9/23/23,Deposit,3AA40702N9238421F,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.77 ,"$887,226.42 "
PayPal Bank 3,9/23/23,Deposit,7JA06279JP053780G,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 7JA06279JP053780G
https://www.paypal.com/activity/payment/7JA06279JP053780G",PayPal Bank 3,--,$485.06 ,"$887,711.48 "
Donations directed by individuals,9/23/23,Deposit,7JA06279JP053780G,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$500.00 ,"$888,211.48 "
PayPal Fees,9/23/23,Deposit,7JA06279JP053780G,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$14.94 ,"$888,226.42 "
PayPal Bank 3,9/23/23,Deposit,9VG37145HJ154410H,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 9VG37145HJ154410H
https://www.paypal.com/activity/payment/9VG37145HJ154410H",PayPal Bank 3,--,$33.47 ,"$888,259.89 "
Donations directed by individuals,9/23/23,Deposit,9VG37145HJ154410H,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$35.52 ,"$888,295.41 "
PayPal Fees,9/23/23,Deposit,9VG37145HJ154410H,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.05 ,"$888,297.46 "
PayPal Bank 3,9/23/23,Deposit,54A48154P06585502,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Note: Advertisement in Immigrant Porada
Transaction ID: 54A48154P06585502
https://www.paypal.com/activity/payment/54A48154P06585502",PayPal Bank 3,--,$50.00 ,"$888,347.46 "
Donations directed by individuals,9/23/23,Deposit,54A48154P06585502,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99 ,"$888,399.45 "
PayPal Fees,9/23/23,Deposit,54A48154P06585502,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99 ,"$888,401.44 "
PayPal Bank 3,9/23/23,Deposit,59462870L1711745C,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 59462870L1711745C
https://www.paypal.com/activity/payment/59462870L1711745C",PayPal Bank 3,--,$300.00 ,"$888,701.44 "
Donations directed by individuals,9/23/23,Deposit,59462870L1711745C,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$309.43 ,"$889,010.87 "
PayPal Fees,9/23/23,Deposit,59462870L1711745C,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$9.43 ,"$889,020.30 "
PayPal Bank 3,9/23/23,Deposit,4Y55306342583315J,07 1000 DRONES RESTR,"Subject: 1000DRONES
Transaction ID: 4Y55306342583315J
https://www.paypal.com/activity/payment/4Y55306342583315J",PayPal Bank 3,--,$485.06 ,"$889,505.36 "
Donations directed by individuals,9/23/23,Deposit,4Y55306342583315J,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$500.00 ,"$890,005.36 "
PayPal Fees,9/23/23,Deposit,4Y55306342583315J,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$14.94 ,"$890,020.30 "
PayPal Bank 3,9/23/23,Deposit,3SH92116BT6873141,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 3SH92116BT6873141
https://www.paypal.com/activity/payment/3SH92116BT6873141",PayPal Bank 3,--,$98.45 ,"$890,118.75 "
Donations directed by individuals,9/23/23,Deposit,3SH92116BT6873141,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48 ,"$890,222.23 "
PayPal Fees,9/23/23,Deposit,3SH92116BT6873141,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$5.03 ,"$890,227.26 "
PayPal Bank 3,9/23/23,Deposit,3UG31484WW383721H,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 3UG31484WW383721H
https://www.paypal.com/activity/payment/3UG31484WW383721H",PayPal Bank 3,--,$47.31 ,"$890,274.57 "
Donations directed by individuals,9/23/23,Deposit,3UG31484WW383721H,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$50.00 ,"$890,324.57 "
PayPal Fees,9/23/23,Deposit,3UG31484WW383721H,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.69 ,"$890,327.26 "
PayPal Bank 3,9/23/23,Deposit,5J268388MC176994C,08 VICTORY DRONES RESTR,"Subject: VICTORY DRONES
Transaction ID: 5J268388MC176994C
https://www.paypal.com/activity/payment/5J268388MC176994C",PayPal Bank 3,--,$100.00 ,"$890,427.26 "
Donations directed by individuals,9/23/23,Deposit,5J268388MC176994C,08 VICTORY DRONES RESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48 ,"$890,530.74 "
PayPal Fees,9/23/23,Deposit,5J268388MC176994C,08 VICTORY DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.48 ,"$890,534.22 "
PayPal Bank 3,9/23/23,Deposit,0GA75210G10762703,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 0GA75210G10762703
https://www.paypal.com/activity/payment/0GA75210G10762703",PayPal Bank 3,--,$120.00 ,"$890,654.22 "
Donations directed by individuals,9/23/23,Deposit,0GA75210G10762703,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$124.08 ,"$890,778.30 "
PayPal Fees,9/23/23,Deposit,0GA75210G10762703,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.08 ,"$890,782.38 "
PayPal Bank 3,9/23/23,Deposit,56777134BK2851236,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 56777134BK2851236
https://www.paypal.com/activity/payment/56777134BK2851236",PayPal Bank 3,--,$120.00 ,"$890,902.38 "
Donations directed by individuals,9/23/23,Deposit,56777134BK2851236,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$124.08 ,"$891,026.46 "
PayPal Fees,9/23/23,Deposit,56777134BK2851236,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.08 ,"$891,030.54 "
PayPal Bank 3,9/23/23,Deposit,1X6852961R969633B,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 1X6852961R969633B
https://www.paypal.com/activity/payment/1X6852961R969633B",PayPal Bank 3,--,"$1,000.00 ","$892,030.54 "
Donations directed by individuals,9/23/23,Deposit,1X6852961R969633B,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,"$1,030.26 ","$893,060.80 "
PayPal Fees,9/23/23,Deposit,1X6852961R969633B,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$30.26 ,"$893,091.06 "
PayPal Bank 3,9/23/23,Deposit,1DJ25972B81607007,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 1DJ25972B81607007
https://www.paypal.com/activity/payment/1DJ25972B81607007",PayPal Bank 3,--,$50.00 ,"$893,141.06 "
Donations directed by individuals,9/23/23,Deposit,1DJ25972B81607007,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99 ,"$893,193.05 "
PayPal Fees,9/23/23,Deposit,1DJ25972B81607007,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.99 ,"$893,195.04 "
PayPal Bank 3,9/23/23,Deposit,3AE30931TY8746800,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 3AE30931TY8746800
https://www.paypal.com/activity/payment/3AE30931TY8746800",PayPal Bank 3,--,$9.84 ,"$893,204.88 "
Donations directed by individuals,9/23/23,Deposit,3AE30931TY8746800,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.80 ,"$893,215.68 "
PayPal Fees,9/23/23,Deposit,3AE30931TY8746800,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.96 ,"$893,216.64 "
PayPal Bank 3,9/23/23,Deposit,65U23597T2978325V,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 65U23597T2978325V
https://www.paypal.com/activity/payment/65U23597T2978325V",PayPal Bank 3,--,$24.61 ,"$893,241.25 "
Donations directed by individuals,9/23/23,Deposit,65U23597T2978325V,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$26.25 ,"$893,267.50 "
PayPal Fees,9/23/23,Deposit,65U23597T2978325V,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.64 ,"$893,269.14 "
PayPal Bank 3,9/23/23,Deposit,34R17728VT877705U,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 34R17728VT877705U
https://www.paypal.com/activity/payment/34R17728VT877705U",PayPal Bank 3,--,$4.91 ,"$893,274.05 "
Donations directed by individuals,9/23/23,Deposit,34R17728VT877705U,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$5.65 ,"$893,279.70 "
PayPal Fees,9/23/23,Deposit,34R17728VT877705U,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.74 ,"$893,280.44 "
PayPal Bank 3,9/23/23,Deposit,8CJ215698J065660D,04 PAYPAL GENERAL UNRESTR,"Subject: Support Ukraine
Transaction ID: 8CJ215698J065660D
https://www.paypal.com/activity/payment/8CJ215698J065660D",PayPal Bank 3,--,$147.68 ,"$893,428.12 "
Donations directed by individuals,9/23/23,Deposit,8CJ215698J065660D,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$154.97 ,"$893,583.09 "
PayPal Fees,9/23/23,Deposit,8CJ215698J065660D,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$7.29 ,"$893,590.38 "
PayPal Bank 3,9/23/23,Deposit,1W636452MY857735A,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 1W636452MY857735A
https://www.paypal.com/activity/payment/1W636452MY857735A",PayPal Bank 3,--,$152.60 ,"$893,742.98 "
Donations directed by individuals,9/23/23,Deposit,1W636452MY857735A,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$160.12 ,"$893,903.10 "
PayPal Fees,9/23/23,Deposit,1W636452MY857735A,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$7.52 ,"$893,910.62 "
PayPal Bank 3,9/23/23,Deposit,2JJ91533S2733964A,04 PAYPAL GENERAL UNRESTR,"Subject: GeneralPage
Transaction ID: 2JJ91533S2733964A
https://www.paypal.com/activity/payment/2JJ91533S2733964A",PayPal Bank 3,--,$50.01 ,"$893,960.63 "
Donations directed by individuals,9/23/23,Deposit,2JJ91533S2733964A,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$52.00 ,"$894,012.63 "
