Account,Date,Transaction type,Num,Name,Description,Full name,Account,Amount,Balance
PayPal Fees,11/5/23,Deposit,25589971AV562435E,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.71 ,"$68,263.32 "
PayPal Bank 3,11/5/23,Deposit,9N722833B7849450H,08 VICTORY DRONES RESTR,Subject: VICTORY DRONESTransaction ID: 9N722833B7849450Hhttps://www.paypal.com/activity/payment/9N722833B7849450H,PayPal Bank 3,--,$99.38 ,"$68,362.70 "
Donations directed by individuals,11/5/23,Deposit,9N722833B7849450H,08 VICTORY DRONES RESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48 ,"$68,466.18 "
PayPal Fees,11/5/23,Deposit,9N722833B7849450H,08 VICTORY DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.10 ,"$68,470.28 "
PayPal Bank 3,11/5/23,Deposit,97P29807VV5375237,10 Flight to Recovery RESTR,Subject: Dignitas Ukraine Flight to RecoveryTransaction ID: 97P29807VV5375237https://www.paypal.com/activity/payment/97P29807VV5375237,PayPal Bank 3,--,$99.38 ,"$68,569.66 "
Donations directed by individuals,11/5/23,Deposit,97P29807VV5375237,10 Flight to Recovery RESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$103.48 ,"$68,673.14 "
PayPal Fees,11/5/23,Deposit,97P29807VV5375237,10 Flight to Recovery RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.10 ,"$68,677.24 "
PayPal Bank 3,11/5/23,Deposit,5LT23684R07683725,10 Flight to Recovery RESTR,Subject: Dignitas Ukraine Flight to RecoveryTransaction ID: 5LT23684R07683725https://www.paypal.com/activity/payment/5LT23684R07683725,PayPal Bank 3,--,$50.47 ,"$68,727.71 "
Donations directed by individuals,11/5/23,Deposit,5LT23684R07683725,10 Flight to Recovery RESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.99 ,"$68,779.70 "
PayPal Fees,11/5/23,Deposit,5LT23684R07683725,10 Flight to Recovery RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.52 ,"$68,781.22 "
PayPal Bank 3,11/5/23,Deposit,3EB92737WN208953A,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 3EB92737WN208953Ahttps://www.paypal.com/activity/payment/3EB92737WN208953A,PayPal Bank 3,--,$50.00 ,"$68,831.22 "
Donations directed by individuals,11/5/23,Deposit,3EB92737WN208953A,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.52 ,"$68,882.74 "
PayPal Fees,11/5/23,Deposit,3EB92737WN208953A,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.52 ,"$68,884.26 "
PayPal Bank 3,11/5/23,Deposit,88V228802K136161H,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 88V228802K136161Hhttps://www.paypal.com/activity/payment/88V228802K136161H,PayPal Bank 3,--,$118.16 ,"$69,002.42 "
Donations directed by individuals,11/5/23,Deposit,88V228802K136161H,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$122.94 ,"$69,125.36 "
PayPal Fees,11/5/23,Deposit,88V228802K136161H,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.78 ,"$69,130.14 "
PayPal Bank 3,11/5/23,Deposit,1PG864757L132402T,09 MSU RESTR,Subject: New 10 UnitsTransaction ID: 1PG864757L132402Thttps://www.paypal.com/activity/payment/1PG864757L132402T,PayPal Bank 3,--,$48.51 ,"$69,178.65 "
Donations directed by individuals,11/5/23,Deposit,1PG864757L132402T,09 MSU RESTR,donation-form,Contributed income:Donations directed by individuals,PayPal Bank 3,$50.00 ,"$69,228.65 "
PayPal Fees,11/5/23,Deposit,1PG864757L132402T,09 MSU RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.49 ,"$69,230.14 "
PayPal Bank 3,11/5/23,Deposit,18T273452J963242H,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 18T273452J963242Hhttps://www.paypal.com/activity/payment/18T273452J963242H,PayPal Bank 3,--,$48.51 ,"$69,278.65 "
Donations directed by individuals,11/5/23,Deposit,18T273452J963242H,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$50.00 ,"$69,328.65 "
PayPal Fees,11/5/23,Deposit,18T273452J963242H,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.49 ,"$69,330.14 "
PayPal Bank 3,11/5/23,Deposit,9CC47767NC359583L,09 MSU RESTR,Subject: MobileShowersTransaction ID: 9CC47767NC359583Lhttps://www.paypal.com/activity/payment/9CC47767NC359583L,PayPal Bank 3,--,$96.49 ,"$69,426.63 "
Donations directed by individuals,11/5/23,Deposit,9CC47767NC359583L,09 MSU RESTR,Mobile Shower/Laundry Units - Mobile Shower/Laundry Units,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.49 ,"$69,527.12 "
PayPal Fees,11/5/23,Deposit,9CC47767NC359583L,09 MSU RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.00 ,"$69,531.12 "
PayPal Bank 3,11/5/23,Deposit,1SC80570W3523930K,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 1SC80570W3523930Khttps://www.paypal.com/activity/payment/1SC80570W3523930K,PayPal Bank 3,--,$146.52 ,"$69,677.64 "
Donations directed by individuals,11/5/23,Deposit,1SC80570W3523930K,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$150.00 ,"$69,827.64 "
PayPal Fees,11/5/23,Deposit,1SC80570W3523930K,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.48 ,"$69,831.12 "
PayPal Bank 3,11/5/23,Deposit,52485945VE245320N,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 52485945VE245320Nhttps://www.paypal.com/activity/payment/52485945VE245320N,PayPal Bank 3,--,$393.87 ,"$70,224.99 "
Donations directed by individuals,11/5/23,Deposit,52485945VE245320N,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$408.62 ,"$70,633.61 "
PayPal Fees,11/5/23,Deposit,52485945VE245320N,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$14.75 ,"$70,648.36 "
PayPal Bank 3,11/5/23,Deposit,0XM19224N83721744,09 MSU RESTR,Subject: MobileShowersNote: Keep up the great work.   Ukraine will win this war!!!!!!!!!!!!Transaction ID: 0XM19224N83721744https://www.paypal.com/activity/payment/0XM19224N83721744,PayPal Bank 3,--,$200.00 ,"$70,848.36 "
Donations directed by individuals,11/5/23,Deposit,0XM19224N83721744,09 MSU RESTR,Mobile Shower/Laundry Units - Mobile Shower/Laundry Units,Contributed income:Donations directed by individuals,PayPal Bank 3,$204.56 ,"$71,052.92 "
PayPal Fees,11/5/23,Deposit,0XM19224N83721744,09 MSU RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.56 ,"$71,057.48 "
PayPal Bank 3,11/5/23,Deposit,45V540329Y2977325,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 45V540329Y2977325https://www.paypal.com/activity/payment/45V540329Y2977325,PayPal Bank 3,--,$97.52 ,"$71,155.00 "
Donations directed by individuals,11/5/23,Deposit,45V540329Y2977325,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00 ,"$71,255.00 "
PayPal Fees,11/5/23,Deposit,45V540329Y2977325,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.48 ,"$71,257.48 "
PayPal Bank 3,11/5/23,Deposit,53E435826W121344M,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 53E435826W121344Mhttps://www.paypal.com/activity/payment/53E435826W121344M,PayPal Bank 3,--,$14.76 ,"$71,272.24 "
Donations directed by individuals,11/5/23,Deposit,53E435826W121344M,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$15.80 ,"$71,288.04 "
PayPal Fees,11/5/23,Deposit,53E435826W121344M,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.04 ,"$71,289.08 "
PayPal Bank 3,11/5/23,Deposit,9A98266633457280M,09 MSU RESTR,Subject: New 10 UnitsTransaction ID: 9A98266633457280Mhttps://www.paypal.com/activity/payment/9A98266633457280M,PayPal Bank 3,--,$13.99 ,"$71,303.07 "
Donations directed by individuals,11/5/23,Deposit,9A98266633457280M,09 MSU RESTR,donation-form,Contributed income:Donations directed by individuals,PayPal Bank 3,$15.00 ,"$71,318.07 "
PayPal Fees,11/5/23,Deposit,9A98266633457280M,09 MSU RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.01 ,"$71,319.08 "
PayPal Bank 3,11/5/23,Deposit,32A7740179613930U,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 32A7740179613930Uhttps://www.paypal.com/activity/payment/32A7740179613930U,PayPal Bank 3,--,$9.84 ,"$71,328.92 "
Donations directed by individuals,11/5/23,Deposit,32A7740179613930U,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$10.70 ,"$71,339.62 "
PayPal Fees,11/5/23,Deposit,32A7740179613930U,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$0.86 ,"$71,340.48 "
PayPal Bank 3,11/5/23,Deposit,66Y794376F7357127,09 MSU RESTR,Subject: New 10 UnitsTransaction ID: 66Y794376F7357127https://www.paypal.com/activity/payment/66Y794376F7357127,PayPal Bank 3,--,$489.56 ,"$71,830.04 "
Donations directed by individuals,11/5/23,Deposit,66Y794376F7357127,09 MSU RESTR,donation-form,Contributed income:Donations directed by individuals,PayPal Bank 3,$500.00 ,"$72,330.04 "
PayPal Fees,11/5/23,Deposit,66Y794376F7357127,09 MSU RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$10.44 ,"$72,340.48 "
PayPal Bank 3,11/5/23,Deposit,40U541568N532984S,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 40U541568N532984Shttps://www.paypal.com/activity/payment/40U541568N532984S,PayPal Bank 3,--,$14.76 ,"$72,355.24 "
Donations directed by individuals,11/5/23,Deposit,40U541568N532984S,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$15.80 ,"$72,371.04 "
PayPal Fees,11/5/23,Deposit,40U541568N532984S,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.04 ,"$72,372.08 "
PayPal Bank 3,11/5/23,Deposit,593837728H206982C,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 593837728H206982Chttps://www.paypal.com/activity/payment/593837728H206982C,PayPal Bank 3,--,$97.52 ,"$72,469.60 "
Donations directed by individuals,11/5/23,Deposit,593837728H206982C,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$100.00 ,"$72,569.60 "
PayPal Fees,11/5/23,Deposit,593837728H206982C,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.48 ,"$72,572.08 "
PayPal Bank 3,11/3/23,Deposit,31329143V1351235M,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageNote: Go UkraineTransaction ID: 31329143V1351235Mhttps://www.paypal.com/activity/payment/31329143V1351235M,PayPal Bank 3,--,$18.81 ,"$72,590.89 "
Donations directed by individuals,11/3/23,Deposit,31329143V1351235M,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$20.00 ,"$72,610.89 "
PayPal Fees,11/3/23,Deposit,31329143V1351235M,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.19 ,"$72,612.08 "
PayPal Bank 3,11/3/23,Deposit,67W50184PR851213W,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 67W50184PR851213Whttps://www.paypal.com/activity/payment/67W50184PR851213W,PayPal Bank 3,--,$50.00 ,"$72,662.08 "
Donations directed by individuals,11/3/23,Deposit,67W50184PR851213W,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.52 ,"$72,713.60 "
PayPal Fees,11/3/23,Deposit,67W50184PR851213W,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.52 ,"$72,715.12 "
PayPal Bank 3,11/3/23,Deposit,7KL77716B7303870X,08 VICTORY DRONES RESTR,Subject: VictoryDronesTransaction ID: 7KL77716B7303870Xhttps://www.paypal.com/activity/payment/7KL77716B7303870X,PayPal Bank 3,--,$98.46 ,"$72,813.58 "
Donations directed by individuals,11/3/23,Deposit,7KL77716B7303870X,08 VICTORY DRONES RESTR,VICTORY DRONES - VICTORY DRONES,Contributed income:Donations directed by individuals,PayPal Bank 3,$102.53 ,"$72,916.11 "
PayPal Fees,11/3/23,Deposit,7KL77716B7303870X,08 VICTORY DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.07 ,"$72,920.18 "
PayPal Bank 3,11/3/23,Deposit,9NE468945J383160S,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 9NE468945J383160Shttps://www.paypal.com/activity/payment/9NE468945J383160S,PayPal Bank 3,--,$984.68 ,"$73,904.86 "
Donations directed by individuals,11/3/23,Deposit,9NE468945J383160S,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,"$1,020.80 ","$74,925.66 "
PayPal Fees,11/3/23,Deposit,9NE468945J383160S,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$36.12 ,"$74,961.78 "
PayPal Bank 3,11/3/23,Deposit,0NB58438XM008824P,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 0NB58438XM008824Phttps://www.paypal.com/activity/payment/0NB58438XM008824P,PayPal Bank 3,--,$195.53 ,"$75,157.31 "
Donations directed by individuals,11/3/23,Deposit,0NB58438XM008824P,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$200.00 ,"$75,357.31 "
PayPal Fees,11/3/23,Deposit,0NB58438XM008824P,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.47 ,"$75,361.78 "
PayPal Bank 3,11/2/23,Deposit,7TB34639Y8051010X,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 7TB34639Y8051010Xhttps://www.paypal.com/activity/payment/7TB34639Y8051010X,PayPal Bank 3,--,$979.61 ,"$76,341.39 "
Donations directed by individuals,11/2/23,Deposit,7TB34639Y8051010X,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,"$1,000.00 ","$77,341.39 "
PayPal Fees,11/2/23,Deposit,7TB34639Y8051010X,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$20.39 ,"$77,361.78 "
PayPal Bank 3,11/2/23,Deposit,13G78199BR5571225,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 13G78199BR5571225https://www.paypal.com/activity/payment/13G78199BR5571225,PayPal Bank 3,--,$25.24 ,"$77,387.02 "
Donations directed by individuals,11/2/23,Deposit,13G78199BR5571225,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$26.25 ,"$77,413.27 "
PayPal Fees,11/2/23,Deposit,13G78199BR5571225,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.01 ,"$77,414.28 "
PayPal Bank 3,11/2/23,Deposit,1L6016670J8910054,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 1L6016670J8910054https://www.paypal.com/activity/payment/1L6016670J8910054,PayPal Bank 3,--,$100.00 ,"$77,514.28 "
Donations directed by individuals,11/2/23,Deposit,1L6016670J8910054,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$102.53 ,"$77,616.81 "
PayPal Fees,11/2/23,Deposit,1L6016670J8910054,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.53 ,"$77,619.34 "
PayPal Bank 3,11/2/23,Deposit,76W645309G683473U,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 76W645309G683473Uhttps://www.paypal.com/activity/payment/76W645309G683473U,PayPal Bank 3,--,$47.76 ,"$77,667.10 "
Donations directed by individuals,11/2/23,Deposit,76W645309G683473U,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$50.00 ,"$77,717.10 "
PayPal Fees,11/2/23,Deposit,76W645309G683473U,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.24 ,"$77,719.34 "
PayPal Bank 3,11/2/23,Deposit,6FD973956K689600H,04 PAYPAL GENERAL UNRESTR,Subject: Support UkraineTransaction ID: 6FD973956K689600Hhttps://www.paypal.com/activity/payment/6FD973956K689600H,PayPal Bank 3,--,$69.00 ,"$77,788.34 "
Donations directed by individuals,11/2/23,Deposit,6FD973956K689600H,04 PAYPAL GENERAL UNRESTR,Money in to PayPal,Contributed income:Donations directed by individuals,PayPal Bank 3,$72.00 ,"$77,860.34 "
PayPal Fees,11/2/23,Deposit,6FD973956K689600H,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$3.00 ,"$77,863.34 "
PayPal Bank 3,11/2/23,Deposit,11K48568GE477421V,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 11K48568GE477421Vhttps://www.paypal.com/activity/payment/11K48568GE477421V,PayPal Bank 3,--,$100.00 ,"$77,963.34 "
Donations directed by individuals,11/2/23,Deposit,11K48568GE477421V,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$102.53 ,"$78,065.87 "
PayPal Fees,11/2/23,Deposit,11K48568GE477421V,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.53 ,"$78,068.40 "
PayPal Bank 3,11/2/23,Deposit,63R46588H0486211W,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageNote: Щоб їбашити руснюTransaction ID: 63R46588H0486211Whttps://www.paypal.com/activity/payment/63R46588H0486211W,PayPal Bank 3,--,$49.23 ,"$78,117.63 "
Donations directed by individuals,11/2/23,Deposit,63R46588H0486211W,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.52 ,"$78,169.15 "
PayPal Fees,11/2/23,Deposit,63R46588H0486211W,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.29 ,"$78,171.44 "
PayPal Bank 3,11/2/23,Deposit,535595476U611613C,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 535595476U611613Chttps://www.paypal.com/activity/payment/535595476U611613C,PayPal Bank 3,--,$28.46 ,"$78,199.90 "
Donations directed by individuals,11/2/23,Deposit,535595476U611613C,04 PAYPAL GENERAL UNRESTR,Support Ukraine - Support Ukraine,Contributed income:Donations directed by individuals,PayPal Bank 3,$30.00 ,"$78,229.90 "
PayPal Fees,11/2/23,Deposit,535595476U611613C,04 PAYPAL GENERAL UNRESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.54 ,"$78,231.44 "
PayPal Bank 3,11/2/23,Deposit,5FG038106W132400N,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 5FG038106W132400Nhttps://www.paypal.com/activity/payment/5FG038106W132400N,PayPal Bank 3,--,$31.85 ,"$78,263.29 "
Donations directed by individuals,11/2/23,Deposit,5FG038106W132400N,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$33.00 ,"$78,296.29 "
PayPal Fees,11/2/23,Deposit,5FG038106W132400N,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$1.15 ,"$78,297.44 "
PayPal Bank 3,11/2/23,Deposit,29P22347EK084674M,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 29P22347EK084674Mhttps://www.paypal.com/activity/payment/29P22347EK084674M,PayPal Bank 3,--,$200.00 ,"$78,497.44 "
Donations directed by individuals,11/2/23,Deposit,29P22347EK084674M,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$204.56 ,"$78,702.00 "
PayPal Fees,11/2/23,Deposit,29P22347EK084674M,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$4.56 ,"$78,706.56 "
PayPal Bank 3,11/2/23,Deposit,2AT657827L627915D,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 2AT657827L627915Dhttps://www.paypal.com/activity/payment/2AT657827L627915D,PayPal Bank 3,--,$196.93 ,"$78,903.49 "
Donations directed by individuals,11/2/23,Deposit,2AT657827L627915D,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$204.56 ,"$79,108.05 "
PayPal Fees,11/2/23,Deposit,2AT657827L627915D,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$7.63 ,"$79,115.68 "
PayPal Bank 3,11/2/23,Deposit,1EH92644R24871441,07 1000 DRONES RESTR,Subject: 1000DRONESTransaction ID: 1EH92644R24871441https://www.paypal.com/activity/payment/1EH92644R24871441,PayPal Bank 3,--,$49.23 ,"$79,164.91 "
Donations directed by individuals,11/2/23,Deposit,1EH92644R24871441,07 1000 DRONES RESTR,1000 DRONES FOR UKRAINE - 1000 DRONES FOR UKRAINE,Contributed income:Donations directed by individuals,PayPal Bank 3,$51.52 ,"$79,216.43 "
PayPal Fees,11/2/23,Deposit,1EH92644R24871441,07 1000 DRONES RESTR,PayPal fees,OFFICE/GENERAL ADMINISTRATIVE EXPENSES:PayPal Fees,PayPal Bank 3,$2.29 ,"$79,218.72 "
PayPal Bank 3,11/2/23,Deposit,1Y767928E73575017,04 PAYPAL GENERAL UNRESTR,Subject: GeneralPageTransaction ID: 1Y767928E73575017https://www.paypal.com/activity/payment/1Y767928E73575017,PayPal Bank 3,--,$28.46 ,"$79,247.18 "
