Date,Category,UAH,Payment method
2023-09-22,General Donations,21.1,PayPal
2023-09-22,General Donations,5.65,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,3089.78,PayPal
2023-09-22,1000 Drones For Ukraine,100.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,Victory Drones,103.48,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,25.0,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,26.25,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,206.46,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,5.65,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,200.0,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,206.46,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,1000 Drones For Ukraine,103.48,PayPal
2023-09-22,1000 Drones For Ukraine,103.48,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,309.43,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,5.65,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,General Donations,26.25,PayPal
2023-09-22,Victory Drones,103.48,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,31.4,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,Victory Drones,10.8,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,300.0,PayPal
2023-09-22,General Donations,150.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,General Donations,10.8,PayPal
2023-09-22,Victory Drones,60.0,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,300.0,PayPal
2023-09-22,Victory Drones,10.8,PayPal
2023-09-22,Victory Drones,62.29,PayPal
2023-09-22,Mobile Shower Units,30.0,PayPal
2023-09-22,Mobile Shower Units,309.43,PayPal
2023-09-22,General Donations,51.99,PayPal
2023-09-22,General Donations,100.0,PayPal
2023-09-22,General Donations,206.46,PayPal
2023-09-22,General Donations,6.68,PayPal
2023-09-22,General Donations,206.46,PayPal
2023-09-22,General Donations,50.0,PayPal
2023-09-22,General Donations,103.48,PayPal
2023-09-22,1000 Drones For Ukraine,26.25,PayPal
2023-09-22,General Donations,45.0,PayPal
2023-09-22,1000 Drones For Ukraine,103.48,PayPal
2023-09-22,General Donations,10.0,PayPal
2023-09-22,General Donations,1000.0,PayPal
2023-09-22,General Donations,1030.26,PayPal
2023-09-22,General Donations,12000.0,Book Transfer
2023-09-22,General Donations,1439.55,Zelle
2023-09-21,General Donations,30.0,Zelle
2023-09-20,General Donations,3000.0,Zelle
2023-09-17,General Donations,140.0,Zelle
2023-09-16,General Donations,25.0,Zelle
2023-09-14,General Donations,739.96,Venmo
2023-09-10,General Donations,500.0,Zelle
2023-09-10,General Donations,1000.0,Zelle
2023-09-10,General Donations,500.0,Zelle
2023-09-09,General Donations,10.0,Zelle
2023-09-09,General Donations,10.0,Zelle
2023-09-09,General Donations,10.0,Zelle
2023-09-09,General Donations,40.0,Zelle
2023-09-09,General Donations,40.0,Zelle
2023-09-06,General Donations,500.0,Zelle
2023-09-02,General Donations,1000.0,Zelle
2023-09-01,General Donations,10.0,Zelle
2023-09-01,General Donations,555.0,Zelle
2023-08-30,General Donations,2400.0,Zelle
2023-08-28,General Donations,2100.0,Zelle
2023-08-27,General Donations,200.0,Zelle
2023-08-27,General Donations,60.0,Zelle
2023-08-27,General Donations,750.0,Zelle
2023-08-26,General Donations,60.0,Zelle
2023-08-25,General Donations,10000.0,Deposit
2023-08-23,General Donations,3500.0,Zelle
2023-08-22,General Donations,10000.0,Deposit
2023-08-21,General Donations,300.0,Zelle
2023-08-19,General Donations,20.0,Zelle
2023-08-19,General Donations,100.0,Zelle
2023-08-15,General Donations,30.0,Zelle
2023-08-14,General Donations,250000.0,Fedwire Credit
2023-08-11,General Donations,50.5,Zelle
2023-08-10,General Donations,100.0,Zelle
2023-08-10,General Donations,840000.0,Fedwire Credit
2023-07-30,General Donations,30.0,Zelle
2023-07-27,General Donations,505.0,Zelle
2023-07-27,General Donations,128.13,PayPal
2023-07-24,General Donations,20.0,Zelle
2023-07-24,General Donations,20.0,Zelle
2023-07-22,General Donations,146.95,Venmo
2023-07-18,General Donations,141.85,Venmo
2023-07-15,General Donations,20.0,Zelle
2023-07-15,General Donations,100.0,Zelle
2023-07-15,General Donations,10.0,Zelle
2023-07-08,General Donations,750.0,Zelle
2023-07-01,General Donations,20.0,Zelle
2023-07-01,General Donations,20.0,Zelle
2023-07-01,General Donations,77.2,PayPal
2023-06-30,General Donations,60.0,Zelle
2023-06-26,General Donations,58.75,PayPal
2023-06-24,General Donations,40.0,Zelle
2023-06-24,General Donations,500.0,Zelle
2023-06-23,General Donations,80.0,Zelle
2023-06-21,General Donations,3456.0,Deposit
2023-06-18,General Donations,200.0,Zelle
2023-06-17,General Donations,5.0,Zelle
2023-06-17,General Donations,100.0,Zelle
2023-06-17,General Donations,80.0,Zelle
2023-06-14,General Donations,98.0,Venmo
2023-06-10,General Donations,170.0,Zelle
2023-06-07,General Donations,100.0,Zelle
2023-06-06,General Donations,637.0,Deposit
2023-06-05,General Donations,5.64,Square
2023-06-03,General Donations,40.0,Zelle
2023-05-31,General Donations,230.54,Venmo
2023-05-30,General Donations,0.16,Venmo
2023-05-30,General Donations,0.21,Venmo
2023-05-29,General Donations,0.97,PayPal
2023-05-27,General Donations,40.0,Zelle
2023-05-27,General Donations,20.0,Zelle
2023-05-27,General Donations,300.0,Deposit
2023-05-22,General Donations,3673.0,Deposit
2023-05-22,General Donations,11.0,Deposit
2023-05-22,General Donations,1700.0,Zelle
2023-05-21,General Donations,15.0,Zelle
2023-05-21,General Donations,60.0,Zelle
2023-05-21,General Donations,350.0,Zelle
2023-05-20,General Donations,40.0,Zelle
2023-05-20,General Donations,200.0,Zelle
2023-05-20,General Donations,30.0,Zelle
2023-05-18,General Donations,0.07,PayPal
2023-05-10,General Donations,4.0,Zelle
2023-05-05,General Donations,175.0,Zelle
2023-05-03,General Donations,2.0,Zelle
2023-05-03,General Donations,5.0,Zelle
2023-04-20,General Donations,25.0,Deposit
